Unnamed: 0,model,method,consult,output
44,CodeLlama-13b-Instruct-hf,None,"
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>
PREFIX dbpedia: <http://dbpedia.org/ontology/>

SELECT (COUNT(DISTINCT?person) AS?count)
WHERE {
 ?person a dbpedia:Person.
 ?person dbpedia:studiedAt?institute.
 ?institute dbpedia:location?location.
 ?location dbpedia:suburb?suburb.
  FILTER (?suburb!= """")
}
","{'head': {'link': [], 'vars': ['count']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'count': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '0'}}]}}"
45,CodeLlama-13b-Instruct-hf,None,"
PREFIX dbpedia-owl: <http://dbpedia.org/ontology/>
PREFIX dbpedia: <http://dbpedia.org/resource/>

SELECT?debut
WHERE {
 ?x a dbpedia-owl:Person.
 ?x dbpedia-owl:birthName ""Whitney Wistert"".
 ?x dbpedia-owl:debut?debut.
}
","{'head': {'link': [], 'vars': ['debut']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
46,CodeLlama-13b-Instruct-hf,None,"
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>
PREFIX mon: <http://www.example.org/monarchs#>

SELECT?shrine
WHERE {
 ?monarch rdf:type mon:Monarch.
 ?monarch mon:successor mon:Dragimir.
 ?monarch mon:successor mon:Zachlumia.
 ?shrine rdf:type mon:Shrine.
 ?shrine mon:belongsTo?monarch.
}
","{'head': {'link': [], 'vars': ['shrine']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
47,CodeLlama-13b-Instruct-hf,None,"
PREFIX fox: <http://www.example.org/fox/>
PREFIX dbpedia-owl: <http://dbpedia.org/ontology/>

SELECT (COUNT(DISTINCT?show) AS?num_shows)
WHERE {
 ?show a fox:TelevisionShow.
 ?show dbpedia-owl:channel fox:Fox_Broadcasting_Company.
}
","{'head': {'link': [], 'vars': ['num_shows']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'num_shows': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '0'}}]}}"
48,CodeLlama-13b-Instruct-hf,None,"
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>
PREFIX geo: <http://www.w3.org/2003/01/geo/wgs84_pos#>

SELECT?river
WHERE {
 ?river a geo:River.
 ?river geo:hasMouthLocation?mouthLocation.
 ?mouthLocation a geo:ArcticOcean.
 ?mouthLocation a geo:LaptevSea.
}
","{'head': {'link': [], 'vars': ['river']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
49,CodeLlama-13b-Instruct-hf,None,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
50,CodeLlama-13b-Instruct-hf,None,"
PREFIX dbpedia-owl: <http://dbpedia.org/ontology/>
PREFIX dbpedia: <http://dbpedia.org/resource/>

SELECT?person?birthPlace
WHERE {
 ?person dbpedia-owl:birthPlace?birthPlace.
 ?person dbpedia-owl:deathPlace dbpedia:Bryn_Mawr_Hospital.
}
","{'head': {'link': [], 'vars': ['person', 'birthPlace']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Ralph_Cooper_Hutchison'}, 'birthPlace': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Colorado'}}]}}"
51,CodeLlama-13b-Instruct-hf,None,"
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX dbpedia: <http://dbpedia.org/ontology/>

SELECT?faith?religiousAffiliation
WHERE {
 ?person rdf:type dbpedia:Person.
 ?person dbpedia:name ""Ajith Perera"".
 ?person dbpedia:faith?faith.
 ?person dbpedia:religiousAffiliation?religiousAffiliation.
 ?school rdf:type dbpedia:School.
 ?school dbpedia:name ""Neungin High School"".
 ?school dbpedia:location?location.
 ?location rdf:type dbpedia:Location.
 ?location dbpedia:country ""Sri Lanka"".
}
","{'head': {'link': [], 'vars': ['faith', 'religiousAffiliation']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
52,CodeLlama-13b-Instruct-hf,None,"
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>

SELECT?person
WHERE {
 ?person rdf:type foaf:Person.
 ?person rdfs:label?label.
 ?person rdfs:comment?comment.
 ?person rdfs:memberOf?militaryUnit.
 ?militaryUnit rdfs:label?militaryUnitLabel.
 ?militaryUnit rdfs:comment?militaryUnitComment.
 ?militaryUnit rdfs:role?role.
  FILTER (?role = ""Air interdiction"")
}
","{'head': {'link': [], 'vars': ['person']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
53,CodeLlama-13b-Instruct-hf,None,"
PREFIX dbpedia-owl: <http://dbpedia.org/ontology/>
PREFIX dbpedia: <http://dbpedia.org/resource/>

SELECT?insect?robot
WHERE {
 ?insect a dbpedia-owl:Insect.
 ?robot a dbpedia-owl:Robot.
 ?insect dbpedia-owl:currentMember?robot.
}
","{'head': {'link': [], 'vars': ['insect', 'robot']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
54,CodeLlama-13b-Instruct-hf,None,"
PREFIX dbpedia-owl: <http://dbpedia.org/ontology/>
PREFIX dbpedia: <http://dbpedia.org/resource/>

SELECT?origin
WHERE {
 ?s a dbpedia-owl:Person.
 ?s dbpedia-owl:birthPlace?origin.
  FILTER (?s = dbpedia:Ombla)
}
","{'head': {'link': [], 'vars': ['origin']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
55,CodeLlama-13b-Instruct-hf,None,"
PREFIX dbpedia-owl: <http://dbpedia.org/ontology/>
PREFIX dbpedia: <http://dbpedia.org/resource/>

SELECT?person
WHERE {
 ?person dbpedia-owl:birthPlace dbpedia:Greater_Napanee.
}
","{'head': {'link': [], 'vars': ['person']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Arthur_Jarvis'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Edmund_James_Bristol'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/John_Thomas_Grange'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/H._Bedford-Jones'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Reginald_Aldworth_Daly'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Alan_Macnaughton'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Kathleen_Daly'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Ralph_McCabe'}}, {'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Aaron_Doornekamp'}}]}}"
56,CodeLlama-13b-Instruct-hf,None,"
PREFIX dbpedia-owl: <http://dbpedia.org/ontology/>
PREFIX dbpedia: <http://dbpedia.org/resource/>

SELECT?deathPlace
WHERE {
 ?person dbpedia-owl:birthPlace?birthPlace.
 ?person dbpedia-owl:deathPlace?deathPlace.
 ?person dbpedia-owl:name ""Edwin Adams"".
 ?person dbpedia-owl:father?father.
 ?father dbpedia-owl:name ""William A Purtell"".
}
","{'head': {'link': [], 'vars': ['deathPlace']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
57,CodeLlama-13b-Instruct-hf,None,"
PREFIX dbpedia-owl: <http://dbpedia.org/ontology/>
PREFIX dbpedia: <http://dbpedia.org/resource/>

SELECT?nationalteam
WHERE {
 ?s a dbpedia-owl:SportsTeam.
 ?s dbpedia-owl:name ""Trn Vit Hng"".
 ?s dbpedia-owl:nationalteam?nationalteam.
}
","{'head': {'link': [], 'vars': ['nationalteam']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
58,CodeLlama-13b-Instruct-hf,None,"
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>

SELECT?designer
WHERE {
 ?designer rdf:type foaf:Person.
 ?designer rdfs:label ""René Laennec"".
 ?designer owl:sameAs <http://dbpedia.org/resource/René_Laennec>.
 ?designer rdfs:comment ""René Laennec was a French physician and inventor."".
 ?designer rdfs:seeAlso <http://en.wikipedia.org/wiki/René_Laennec>.
 ?designer rdfs:seeAlso <http://www.renaissancecenter.com/about-us/our-team/rene-laennec>.
}
","{'head': {'link': [], 'vars': ['designer']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
59,CodeLlama-13b-Instruct-hf,None,"
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>

SELECT?university
WHERE {
 ?person rdf:type foaf:Person.
 ?person foaf:name ""Joshua A. Siegel"".
 ?person foaf:attended?university.
}
","{'head': {'link': [], 'vars': ['university']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
60,CodeLlama-13b-Instruct-hf,None,"
PREFIX dbpedia-pt: <http://dbpedia.pt/resource/>
PREFIX dbpedia-pt-ont: <http://dbpedia.pt/ontology/>

SELECT (COUNT(DISTINCT?book) AS?num_books)
WHERE {
 ?book dbpedia-pt-ont:author dbpedia-pt:José_Saraiva_e_Silva.
 ?book a dbpedia-pt-ont:Book.
}
","{'head': {'link': [], 'vars': ['num_books']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'num_books': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '0'}}]}}"
61,CodeLlama-13b-Instruct-hf,None,"
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>
PREFIX geo: <http://www.w3.org/2003/01/geo/wgs84_pos#>

SELECT?river
WHERE {
 ?river a geo:River.
 ?river geo:hasLocation?location.
 ?location geo:hasAddress?address.
 ?address geo:hasRegion ""Essex"".
}
","{'head': {'link': [], 'vars': ['river']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
62,CodeLlama-13b-Instruct-hf,None,"
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX dbpedia: <http://dbpedia.org/ontology/>

SELECT?division
WHERE {
 ?company a dbpedia:Company.
 ?company dbpedia:foundingLocation dbpedia:Taiwan.
 ?company dbpedia:division?division.
}
","{'head': {'link': [], 'vars': ['division']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
63,CodeLlama-13b-Instruct-hf,None,"
PREFIX himym: <http://www.hulu.com/himym/>

SELECT?guest
WHERE {
 ?guest a himym:Guest.
 ?guest himym:appearsIn himym:Sunrise.
 ?guest himym:name ""Timm Gunn"".
}
","{'head': {'link': [], 'vars': ['guest']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
64,CodeLlama-13b-Instruct-hf,None,"
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>

SELECT?university
WHERE {
 ?university rdf:type foaf:University.
 ?university foaf:member?cardinal.
 ?university foaf:member?reaven.
 ?cardinal rdf:type foaf:Person.
 ?cardinal foaf:name ""Stanford Cardinal"".
 ?reaven rdf:type foaf:Person.
 ?reaven foaf:name ""Gerald Reaven"".
}
","{'head': {'link': [], 'vars': ['university']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
65,CodeLlama-13b-Instruct-hf,None,"
PREFIX dbpedia-owl: <http://dbpedia.org/ontology/>
PREFIX dbpedia: <http://dbpedia.org/resource/>

SELECT?city
WHERE {
 ?city dbpedia-owl:near?davidWBrownHouse.
 ?davidWBrownHouse a dbpedia:Building.
 ?davidWBrownHouse dbpedia-owl:name ""David W. Brown House"".
}
","{'head': {'link': [], 'vars': ['city']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
66,CodeLlama-13b-Instruct-hf,None,"
PREFIX dbpedia-owl: <http://dbpedia.org/ontology/>
PREFIX dbpedia: <http://dbpedia.org/resource/>

SELECT?debut
WHERE {
 ?player a dbpedia-owl:Athlete.
 ?player dbpedia-owl:name ""Deion Sanders"".
 ?player dbpedia-owl:debut?debut.
}
","{'head': {'link': [], 'vars': ['debut']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
67,CodeLlama-13b-Instruct-hf,None,"
PREFIX geo: <http://www.w3.org/2003/01/geo/wgs84_pos#>
PREFIX dbpedia-owl: <http://dbpedia.org/ontology/>

SELECT?city
WHERE {
 ?city a dbpedia-owl:City.
 ?city geo:lat?lat.
 ?city geo:long?long.
  FILTER (?lat > 37.5 &&?lat < 38.5 &&?long > -122.5 &&?long < -121.5)
}
","{'head': {'link': [], 'vars': ['city']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/East_Oakland,_Oakland,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Letterman_Digital_Arts_Center'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/East_Bay_(San_Francisco_Bay_Area)'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Brooklyn,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Black_Hawk_(nightclub)'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Alameda,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Berkeley,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Berkeley,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Travis_Air_Force_Base'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Winterland_Ballroom'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Mount_Eden,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Hayward_Executive_Airport'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/The_Matrix_(club)'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Eckley,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Judsonville,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Albany,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Benicia,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Dixon,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Fairfield,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Fremont,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Fremont,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Fremont,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Fremont,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Oakland,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Oakland,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Oakland,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Oakland,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Richmond,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/San_Francisco'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Vacaville,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Vallejo,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Bottom_of_the_Hill'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Haas-Lilienthal_House'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/American_Canyon,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Antioch,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Belmont,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Belvedere,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Brentwood,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Brisbane,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Burlingame,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Clayton,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Concord,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Daly_City,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Dublin,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/El_Cerrito,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Emeryville,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Foster_City,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Hayward,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Hercules,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Isleton,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Lafayette,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Livermore,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Martinez,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Millbrae,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Napa,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Newark,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Oakley,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Orinda,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Pacifica,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Piedmont,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Piedmont,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Piedmont,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Piedmont,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Pinole,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Pittsburg,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Pleasant_Hill,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Pleasanton,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Pleasanton,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Pleasanton,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Pleasanton,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Rio_Vista,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/San_Bruno,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/San_Bruno,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/San_Bruno,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/San_Bruno,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/San_Leandro,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/San_Mateo,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/San_Pablo,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/San_Ramon,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Sausalito,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Sonoma,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/South_San_Francisco,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Suisun_City,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Union_City,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Walnut_Creek,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/924_Gilman_Street'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Fillmore_West'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Berkeley_Community_Theatre'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Great_American_Music_Hall'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Redwood_Shores,_California'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/The_Fillmore'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Different_Fur'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Keystone_Korner'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Hungry_i'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/The_Boarding_House_(nightclub)'}}]}}"
