Unnamed: 0,model,method,consult,output
68,deepseek-coder-6.7b-instruct,None,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
69,deepseek-coder-6.7b-instruct,None,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
70,deepseek-coder-6.7b-instruct,None,"
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX dcterms: <http://purl.org/dc/terms/>
PREFIX dc: <http://purl.org/dc/elements/1.1/>
PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX schema: <http://schema.org/>

SELECT?organization?builder
WHERE {
 ?assembly a schema:Organization ;
            foaf:name ""Ford Kansas City Assembly Plant"" ;
            dcterms:isPartOf?organization.
 ?engine a schema:Product ;
          schema:manufacturer?builder ;
          dc:title ""Ford Y-block engine"".
}
","{'head': {'link': [], 'vars': ['organization', 'builder']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
71,deepseek-coder-6.7b-instruct,None,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
72,deepseek-coder-6.7b-instruct,None,"
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX dcterms: <http://purl.org/dc/terms/>

SELECT?award
WHERE {
 ?person a foaf:Person ;
          foaf:name ""A. Peter Dewey"" ;
          dcterms:hasAward?award.
}
","{'head': {'link': [], 'vars': ['award']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
73,deepseek-coder-6.7b-instruct,None,"
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX dc: <http://purl.org/dc/elements/1.1/>
PREFIX : <http://example.com/>

SELECT (COUNT(?show) as?count)
WHERE {
 ?network rdf:type :Network ;
           :hasSisterStation?sisterNetwork.
 ?sisterNetwork rdfs:label ""Cartoonite"".
 ?show rdf:type :Show ;
        :belongsToNetwork?network.
}
","{'head': {'link': [], 'vars': ['count']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'count': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '0'}}]}}"
74,deepseek-coder-6.7b-instruct,None,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
75,deepseek-coder-6.7b-instruct,None,"
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX dcterms: <http://purl.org/dc/terms/>

INSERT DATA {
  [ a dcterms:Award ;
    foaf:name ""Muhammad Yunus"" ;
    dcterms:title ""Best Actor"" ].
  [ a dcterms:Award ;
    foaf:name ""John Doe"" ;
    dcterms:title ""Best Actor"" ].
  [ a dcterms:Award ;
    foaf:name ""Muhammad Yunus"" ;
    dcterms:title ""Best Director"" ].
}
","['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb\'Virtuoso 37000 Error SP031: SPARQL compiler: Blank node \\\'_:lsqbra_7_0\\\' is not allowed in a constant clause\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n\\nPREFIX foaf: <http://xmlns.com/foaf/0.1/>\\nPREFIX dcterms: <http://purl.org/dc/terms/>\\n\\nINSERT DATA {\\n  [ a dcterms:Award ;\\n    foaf:name ""Muhammad Yunus"" ;\\n    dcterms:title ""Best Actor"" ].\\n  [ a dcterms:Award ;\\n    foaf:name ""John Doe"" ;\\n    dcterms:title ""Best Actor"" ].\\n  [ a dcterms:Award ;\\n    foaf:name ""Muhammad Yunus"" ;\\n    dcterms:title ""Best Director"" ].\\n}\\n\'']"
76,deepseek-coder-6.7b-instruct,None,"
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX dc: <http://purl.org/dc/elements/1.1/>

SELECT?band
WHERE {
 ?band a foaf:Group ;
        dc:title ""Motown"".
}
","{'head': {'link': [], 'vars': ['band']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
77,deepseek-coder-6.7b-instruct,None,"
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX dcterms: <http://purl.org/dc/terms/>

SELECT?writer
WHERE {
 ?musical a <http://example.com/Musical>.
 ?musical dcterms:composer <http://example.com/EmilDeanZoghby>.
 ?musical foaf:maker?writer.
}
","{'head': {'link': [], 'vars': ['writer']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
78,deepseek-coder-6.7b-instruct,None,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
79,deepseek-coder-6.7b-instruct,None,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
80,deepseek-coder-6.7b-instruct,None,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
81,deepseek-coder-6.7b-instruct,None,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
82,deepseek-coder-6.7b-instruct,None,"
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX schema: <http://schema.org/>
PREFIX myns: <http://example.com/myns/>

SELECT?line
WHERE {
 ?film a schema:Film ;
        schema:recordedAt?station.
 ?station a myns:RailwayStation ;
           myns:servesLine?line.
 ?film schema:name ""99 (2009 film)"".
 ?station schema:name ""Daund Junction railway station"".
}
","{'head': {'link': [], 'vars': ['line']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
83,deepseek-coder-6.7b-instruct,None,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
84,deepseek-coder-6.7b-instruct,None,"
PREFIX ex: <http://example.com/>

SELECT?show
WHERE {
 ?company a ex:Company.
 ?company ex:Subsidiary ""Viacom Productions"".
 ?show a ex:Show.
 ?show ex:ProducedBy?company.
}
","{'head': {'link': [], 'vars': ['show']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
85,deepseek-coder-6.7b-instruct,None,"
PREFIX ex: <http://example.com/>

SELECT?place
WHERE {
 ?person a ex:Person ;
          ex:name ""Giuseppe Bertello"" ;
          ex:leader?place.
 ?person2 a ex:Person ;
           ex:name ""Pietro Parolin"" ;
           ex:leader?place.
}
","{'head': {'link': [], 'vars': ['place']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
86,deepseek-coder-6.7b-instruct,None,"
PREFIX uni: <http://example.com/university#>

SELECT?university
WHERE {
 ?university uni:campus ""Mount Moosilauke"".
}
","{'head': {'link': [], 'vars': ['university']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
87,deepseek-coder-6.7b-instruct,None,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
88,deepseek-coder-6.7b-instruct,None,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
89,deepseek-coder-6.7b-instruct,None,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
90,deepseek-coder-6.7b-instruct,None,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
91,deepseek-coder-6.7b-instruct,None,"
<Panionios_GSS> <is_in_season> <Summer>.
<Panionios_GSS> <is_located_on> <Mediterranean_Sea>.
<Panionios_GSS> <is_stadium_of> <City>.
<City> <is_located_on> <Mediterranean_Sea>.
","['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 4: syntax error at \'<Panionios_GSS>\' before \'<is_in_season>\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\n\\n<Panionios_GSS> <is_in_season> <Summer>.\\n<Panionios_GSS> <is_located_on> <Mediterranean_Sea>.\\n<Panionios_GSS> <is_stadium_of> <City>.\\n<City> <is_located_on> <Mediterranean_Sea>.\\n""']"
92,deepseek-coder-6.7b-instruct,None,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
93,deepseek-coder-6.7b-instruct,None,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
94,deepseek-coder-6.7b-instruct,None,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
95,deepseek-coder-6.7b-instruct,None,"
PREFIX ex: <http://example.com/>

SELECT?hubName
WHERE {
 ?service a ex:Service ;
           ex:name ""PLUS Helicopter Services"" ;
           ex:isPartOf?hub.
 ?hub a ex:Hub ;
       ex:name?hubName.
}
","{'head': {'link': [], 'vars': ['hubName']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
96,deepseek-coder-6.7b-instruct,None,"
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX schema: <http://schema.org/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>

SELECT?movie
WHERE {
 ?musician rdf:type schema:MusicGroup ;
            foaf:name ""Geoffrey Burgon"" ;
            schema:composerOf?movie.
 ?distributor rdf:type schema:Corporation ;
               foaf:name ""Cinema International Corporation"" ;
               schema:distributorOf?movie.
}
","{'head': {'link': [], 'vars': ['movie']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
97,deepseek-coder-6.7b-instruct,None,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
98,deepseek-coder-6.7b-instruct,None,"
PREFIX ex: <http://example.com/>

SELECT?company
WHERE {
 ?company ex:hasProduct ex:Chinook ;
           ex:hasKeyPerson ""Dennis Muilenburg"".
}
","{'head': {'link': [], 'vars': ['company']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
99,deepseek-coder-6.7b-instruct,None,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
100,deepseek-coder-6.7b-instruct,ont_rag_,"
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT?architect
WHERE {
  dbr:Marine_Corps_Air_Station_Kaneohe_Bay :developer?architect.
 ?architect :developer dbr:New_Sanno_Hotel.
}
","{'head': {'link': [], 'vars': ['architect']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
101,deepseek-coder-6.7b-instruct,ont_rag_,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
102,deepseek-coder-6.7b-instruct,ont_rag_,"
PREFIX : <http://dbpedia.org/resource/>
PREFIX dcterms: <http://purl.org/dc/terms/>

SELECT?videos?toolkit
WHERE {
 ?videos a :Google_Videos ;
          dcterms:isPartOf?toolkit.
 ?toolkit a :Google_Web_Toolkit.
}
","{'head': {'link': [], 'vars': ['videos', 'toolkit']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
103,deepseek-coder-6.7b-instruct,ont_rag_,"
SELECT?game
WHERE {
 ?person a :Athlete.
 ?person :playedIn?game.
 ?person rdfs:label ""Sam Loyd""@en.
 ?person2 a :Athlete.
 ?person2 :playedIn?game.
 ?person2 rdfs:label ""Eric Schiller""@en.
}
","['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb\'Virtuoso 37000 Error SP030: SPARQL compiler, line 6: Undefined namespace prefix at \\\'\\\' before \\\'.\\\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\n\\nSELECT?game\\nWHERE {\\n ?person a :Athlete.\\n ?person :playedIn?game.\\n ?person rdfs:label ""Sam Loyd""@en.\\n ?person2 a :Athlete.\\n ?person2 :playedIn?game.\\n ?person2 rdfs:label ""Eric Schiller""@en.\\n}\\n\'']"
104,deepseek-coder-6.7b-instruct,ont_rag_,"
PREFIX pizza: <http://example.com/pizza#>
PREFIX pizzaIndustry: <http://example.com/pizzaIndustry#>

SELECT?pizza
WHERE {
 ?pizza a pizzaIndustry:PizzaIndustry.
  pizza:PeterPiperPizza a pizza:Pizza.
}
","{'head': {'link': [], 'vars': ['pizza']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
105,deepseek-coder-6.7b-instruct,ont_rag_,"
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT?artist
WHERE {
    dbr:Dream_Dancing :artist?artist.
   ?artist :associatedWith dbr:Joe_Pass.
}
","{'head': {'link': [], 'vars': ['artist']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
106,deepseek-coder-6.7b-instruct,ont_rag_,"
PREFIX : <http://dbpedia.org/ontology/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT?officeHolder
WHERE {
 ?officeHolder a :OfficeHolder.
 ?officeHolder :hasDeputy?deputy1.
 ?deputy1 rdfs:label ""Neil Brown""@en.
 ?officeHolder :hasDeputy?deputy2.
 ?deputy2 rdfs:label ""Andrew Peacock""@en.
}
","{'head': {'link': [], 'vars': ['officeHolder']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
